?? ?????,1,2,3,4,5,6, ???? ???,?? ????? + ?? ???,?? ?????
2103,9,21,22,23,25,35,7,0,0
2102,4,6,12,23,26,30,6,0,0
2101,1,6,15,20,22,24,4,0,0
2100,3,22,25,28,33,34,3,0,0
2099,1,11,13,24,29,31,8,0,0
2098,9,10,16,27,30,34,3,0,0
2097,5,6,7,24,29,33,8,0,0
2096,1,14,16,17,27,36,4,0,0
2095,2,12,13,18,28,30,4,0,0
2094,5,6,14,31,32,34,4,0,0
2093,4,17,18,22,31,32,6,0,0
2092,3,11,17,18,25,33,4,0,0
2091,3,6,9,11,25,32,7,0,0
2090,6,8,17,20,22,25,1,0,0
2089,3,10,11,23,24,25,1,0,0
2088,5,7,19,23,30,33,5,0,0
2087,8,14,25,27,31,37,3,0,0
2086,1,3,10,14,23,37,3,0,0
2085,2,11,15,19,28,36,6,0,0
2084,2,6,12,17,32,37,6,1,0
2083,3,12,20,22,25,28,8,0,0
2082,1,14,16,17,26,34,4,0,0
2081,4,8,14,21,22,34,8,0,0
2080,2,4,8,11,16,34,2,0,0
2079,2,6,8,18,21,29,8,0,0
2078,5,6,10,23,25,34,8,0,0
2077,21,23,25,30,31,33,2,1,0
2076,14,17,24,30,32,35,7,0,0
2075,8,14,20,21,28,35,1,0,0
2074,3,10,14,17,22,37,3,0,0
2073,4,8,11,16,27,31,1,0,0
2072,7,8,11,12,20,35,6,0,0
2071,6,7,14,16,17,28,8,0,0
2070,1,10,21,22,31,34,3,0,0
2069,12,17,20,22,25,30,3,0,0
2068,8,11,17,21,25,31,2,0,0
2067,7,16,20,22,32,34,8,0,0
2066,4,13,16,23,33,37,4,0,0
2065,4,5,11,28,29,34,1,0,0
2064,1,3,16,23,33,37,8,0,0
2063,3,5,20,27,33,37,1,0,0
2062,1,2,4,22,29,36,4,0,0
2061,2,3,4,17,20,26,4,0,0
2060,3,7,17,19,21,33,6,0,0
2059,6,20,30,32,34,35,7,0,0
2058,6,7,10,15,16,20,3,1,0
2057,4,17,18,24,26,37,3,1,0
2056,2,3,13,14,20,26,2,0,0
2055,8,9,14,18,22,37,5,0,0
2054,6,11,21,24,25,26,6,0,0
2053,2,11,12,21,35,36,6,0,0
2052,2,12,24,25,27,28,5,0,0
2051,6,11,13,17,26,31,7,0,0
2050,8,9,11,28,30,35,2,0,0
2049,20,27,30,32,34,37,3,0,0
2048,6,18,19,23,27,31,4,0,0
2047,2,8,10,18,21,28,2,0,0
2046,9,12,14,15,23,34,1,0,0
2045,13,23,29,31,32,34,1,0,0
2044,5,6,8,16,18,30,3,0,0
2043,6,9,12,19,27,32,4,0,0
2042,2,22,24,32,36,37,7,0,0
2041,2,5,9,17,23,33,3,0,1
2040,21,23,29,30,31,35,2,0,0
2039,4,5,10,11,30,37,4,0,0
2038,4,15,20,30,31,35,2,0,0
2037,3,6,18,26,27,34,6,0,0
2036,13,16,17,19,21,28,4,1,0
2035,7,9,28,29,36,37,1,0,0
2034,16,24,29,32,36,37,3,0,0
2033,5,11,15,20,21,26,5,0,0
2032,2,6,13,21,27,31,7,0,0
2031,1,5,6,16,27,33,3,0,0
2030,10,17,19,32,35,37,4,0,0
2029,13,16,18,25,32,33,7,1,0
2028,9,12,17,18,33,34,5,0,0
2027,4,5,10,11,20,25,5,0,0
2026,3,18,21,24,27,29,1,1,0
2025,15,17,21,35,36,37,6,0,0
2024,1,9,17,25,28,33,2,1,0
2023,2,8,21,22,33,35,4,0,0
2022,12,13,20,24,28,31,1,0,0
2021,2,8,12,21,26,28,5,0,0
2020,3,4,12,14,20,31,2,0,0
2019,7,9,10,11,20,33,3,0,0
2018,3,8,10,11,19,31,2,0,0
2017,5,11,15,28,30,34,2,0,0
2016,1,2,10,14,17,21,1,0,0
2015,1,7,10,24,28,35,1,0,0
2014,14,15,16,23,25,35,2,0,0
2013,8,14,24,28,34,35,8,0,0
2012,3,4,6,25,27,32,7,0,0
2011,12,13,17,22,30,33,5,0,0
2010,9,11,15,22,24,27,6,0,1
2009,1,8,10,16,26,30,6,0,0
2008,6,9,12,19,25,29,7,0,0
2007,1,4,5,6,19,30,8,0,0
2006,4,5,6,8,25,29,9,0,0
2005,9,13,15,17,19,32,5,0,0
2004,6,10,11,21,23,31,9,0,0
2003,3,6,7,10,23,25,7,0,0
2002,1,9,10,12,19,34,1,0,0
2001,1,5,16,19,26,33,7,1,0
2000,7,9,24,25,30,34,8,0,0
1999,2,3,11,12,20,30,4,0,0
1998,3,4,6,17,27,31,9,0,0
1997,5,24,26,27,29,30,5,0,0
1996,11,15,17,18,29,30,5,1,0
1995,2,4,13,19,29,31,7,0,0
1994,10,15,24,29,32,33,5,0,0
1993,6,8,10,18,31,32,9,0,0
1992,12,20,24,26,30,33,3,0,0
1991,1,2,15,17,19,25,7,0,0
1990,9,11,12,17,19,23,1,0,0
1989,4,11,20,22,30,32,9,0,0
1988,4,5,10,19,28,30,6,0,0
1987,5,11,12,18,26,34,5,1,0
1986,3,17,24,27,30,31,10,0,0
1985,4,7,18,21,28,30,5,0,0
1984,5,14,15,23,25,34,1,0,0
1983,3,8,13,17,22,29,8,0,0
1982,2,7,12,16,29,34,5,0,0
1981,9,15,18,22,23,24,3,0,0
1980,4,8,15,22,28,31,7,0,0
1979,4,8,25,26,29,31,4,0,0
1978,7,10,13,19,29,33,7,1,0
1977,5,19,22,27,29,34,5,0,0
1976,5,10,14,15,24,31,9,0,0
1975,2,5,11,21,24,31,3,0,0
1974,3,9,10,15,17,26,2,0,0
1973,2,6,14,26,27,30,2,0,0
1972,6,10,23,28,29,30,4,0,0
1971,1,7,8,19,24,26,4,0,0
1970,7,10,11,13,23,33,6,0,0
1969,4,8,17,18,22,32,1,0,0
1968,4,7,13,14,15,20,2,0,0
1967,9,10,20,24,26,27,7,0,0
1966,4,5,14,18,24,31,4,1,0
1965,2,9,13,16,20,23,5,1,0
1964,3,4,5,7,10,16,6,0,0
1963,3,5,9,16,18,26,2,0,0
1962,3,12,14,22,27,33,7,0,0
1961,10,14,17,26,30,33,10,0,0
1960,4,19,24,25,30,34,4,0,1
1959,2,3,5,11,13,24,2,0,0
1958,13,15,18,22,23,31,3,0,0
1957,4,9,12,24,29,33,7,0,0
1956,1,5,9,23,24,30,6,0,0
1955,13,18,25,26,31,32,1,0,0
1954,4,6,15,23,27,33,3,0,1
1953,1,2,8,10,19,22,5,0,0
1952,10,14,18,19,21,23,5,0,0
1951,12,18,19,23,28,29,3,0,0
1950,2,9,18,26,28,33,6,0,0
1949,3,8,13,20,31,33,10,0,0
1948,1,12,17,21,28,32,8,0,0
1947,1,19,20,22,28,34,4,1,0
1946,2,11,13,17,32,34,6,0,0
1945,5,15,21,22,27,29,10,0,0
1944,3,10,13,18,21,31,3,1,0
1943,12,15,17,18,26,31,9,0,0
1942,11,12,13,21,23,24,7,0,0
1941,5,8,12,16,21,25,1,0,0
1940,3,16,20,23,27,28,5,1,0
1939,3,19,25,26,32,34,10,0,0
1938,4,11,13,17,24,28,10,1,0
1937,4,7,11,14,22,25,7,1,0
1936,1,9,15,16,19,34,2,0,1
1935,2,9,13,19,23,32,3,0,1
1934,3,7,8,22,24,30,8,0,0
1933,2,4,19,27,33,34,8,0,0
1932,4,12,14,21,24,30,2,0,0
1931,1,2,17,18,32,34,6,0,0
1930,3,4,6,13,21,30,6,0,0
1929,2,8,20,25,31,32,9,0,0
1928,2,3,4,12,18,28,6,0,0
1927,1,2,16,17,20,31,3,0,0
1926,1,12,16,20,22,23,8,1,0
1925,5,9,13,24,27,31,2,0,0
1924,6,12,13,16,28,32,6,0,0
1923,6,11,18,25,29,30,8,0,0
1922,3,10,18,27,28,30,2,1,0
1921,11,18,22,24,26,29,5,2,0
1920,4,13,19,23,27,28,1,0,0
1919,1,2,3,6,7,17,6,0,0
1918,5,7,9,17,25,30,8,0,0
1917,1,5,8,14,21,23,10,0,0
1916,6,11,23,25,28,29,3,1,0
1915,3,12,19,26,29,33,8,0,0
1914,2,10,11,13,14,17,7,1,0
1913,6,9,12,18,19,31,6,1,0
1912,5,7,12,16,18,34,4,0,0
1911,5,7,9,20,26,31,9,1,0
1910,13,28,29,31,32,34,10,1,0
1909,2,4,21,26,27,33,4,0,0
1908,8,11,14,26,28,29,1,0,0
1907,5,13,17,22,25,34,7,0,0
1906,1,7,8,16,17,24,3,0,0
1905,6,19,20,21,25,32,9,0,0
1904,9,11,12,20,30,33,7,0,0
1903,5,7,15,23,27,32,4,0,0
1902,7,14,15,24,27,34,9,0,0
1901,3,4,22,23,24,26,1,0,0
1900,3,7,13,15,21,26,7,0,0
1899,3,8,14,16,17,21,3,0,0
1898,9,17,18,20,33,34,8,0,0
1897,2,12,20,24,29,31,9,1,0
1896,6,10,16,17,20,32,8,0,0
1895,2,7,8,14,21,33,2,1,1
1894,2,3,23,25,31,32,8,0,0
1893,6,14,17,26,30,32,7,0,0
1892,2,3,7,15,17,28,8,0,0
1891,7,12,17,21,25,29,2,0,0
1890,2,3,7,11,20,28,8,0,0
1889,10,12,16,28,29,31,6,1,0
1888,8,10,17,22,26,31,1,0,0
1887,4,7,11,15,18,31,9,0,0
1886,1,3,6,18,22,28,2,0,0
1885,5,15,17,23,27,30,2,0,0
1884,2,3,9,10,14,18,5,0,0
1883,2,5,14,20,22,30,8,0,0
1882,3,11,13,16,17,33,8,0,0
1881,3,4,15,17,18,33,9,0,0
1880,14,17,18,22,25,34,5,1,0
1879,5,13,25,28,32,34,6,0,0
1878,10,14,17,23,24,34,9,0,0
1877,3,14,16,23,24,31,1,0,0
1876,3,4,8,11,17,19,9,0,0
1875,1,2,7,27,29,31,3,0,0
1874,7,11,15,19,22,27,3,1,0
1873,7,11,15,20,31,33,6,0,0
1872,3,4,9,14,15,30,3,0,0
1871,3,7,11,14,23,28,4,0,0
1870,5,8,10,15,26,30,6,0,0
1869,1,19,22,25,27,32,2,0,0
1868,10,12,13,19,21,28,4,0,0
1867,3,5,15,23,28,32,7,0,0
1866,10,14,23,27,30,31,10,0,0
1865,2,5,10,11,17,22,4,0,1
1864,11,12,15,17,19,31,2,0,0
1863,4,7,9,10,24,33,8,0,0
1862,6,8,14,18,19,29,5,0,0
1861,10,14,17,21,29,30,5,0,0
1860,2,7,8,12,26,29,3,0,0
1859,5,10,12,22,32,33,1,0,0
1858,4,10,12,15,21,29,3,0,0
1857,1,2,3,5,33,34,2,0,0
1856,1,2,11,18,28,34,3,0,0
1855,1,6,7,10,26,29,6,0,0
1854,8,16,17,22,23,24,1,0,1
1853,4,16,19,28,30,32,10,1,0
1852,3,4,9,16,23,27,3,1,0
1851,3,12,15,26,33,34,10,0,0
1850,3,10,18,21,25,27,2,0,0
1849,2,6,22,31,32,33,5,0,0
1848,3,14,20,31,33,34,7,2,0
1847,1,3,8,11,20,31,9,0,0
1846,20,28,29,30,32,34,3,0,0
1845,7,13,15,22,30,32,5,0,0
1844,5,13,21,25,31,33,3,0,0
1843,6,7,12,21,28,30,8,0,0
1842,3,9,10,16,30,32,8,0,1
1841,3,7,9,15,18,29,1,0,0
1840,4,6,8,10,17,34,10,0,
1839,5,6,9,16,19,22,8,1,
1838,5,9,10,11,29,31,6,0,
1837,1,3,7,20,21,22,7,0,
1836,9,12,23,24,28,33,4,0,
1835,7,13,22,24,27,28,3,0,
1834,6,7,10,12,22,30,4,0,
1833,5,7,12,15,20,25,5,1,
1832,2,7,10,21,25,33,6,0,
1831,6,7,9,15,28,33,9,0,
1830,7,9,14,15,24,34,6,0,
1829,2,4,16,18,26,34,2,0,
1828,2,12,21,24,25,27,9,0,
1827,5,6,7,24,26,29,3,0,
1826,8,14,22,28,31,33,5,0,
1825,3,7,19,21,27,31,9,0,
1824,5,6,9,17,27,32,4,0,
1823,9,12,18,21,23,28,1,0,
1822,5,6,9,21,24,28,2,1,
1821,13,17,20,21,25,34,7,0,
1820,3,4,11,23,24,34,10,0,
1819,6,9,13,16,24,32,4,1,
1818,1,7,9,16,17,29,8,0,
1817,1,3,21,23,27,32,6,0,
1816,5,8,13,14,16,29,10,0,
1815,2,3,8,22,24,34,4,0,
1814,3,8,9,24,26,27,9,1,
1813,3,6,7,15,18,20,6,0,
1812,2,4,9,24,33,34,9,0,
1811,6,10,11,25,31,32,7,0,
1810,4,15,21,26,27,28,9,1,
1809,10,11,19,25,26,27,9,0,
1808,1,3,5,14,19,22,8,0,
1807,3,14,16,22,28,29,7,0,
1806,8,9,21,28,30,32,2,0,
1805,1,3,14,19,26,31,9,0,
1804,5,6,17,20,24,28,3,0,
1803,1,9,10,17,26,34,1,0,
1802,5,18,20,24,26,29,10,0,
1801,2,3,5,6,12,32,6,0,
1800,14,17,20,24,25,31,7,1,
1799,6,8,12,24,25,31,4,0,
1798,1,7,22,26,31,32,3,0,
1797,7,12,22,24,26,30,4,0,
1796,4,9,10,12,21,32,8,0,
1795,2,18,19,20,26,31,4,0,
1794,1,12,20,31,33,34,7,0,
1793,2,4,10,15,21,30,4,0,
1792,3,12,20,25,28,32,6,0,
1791,6,10,16,24,27,30,1,0,
1790,7,8,21,28,29,31,3,0,
1789,3,4,12,14,33,34,9,0,
1788,2,5,6,20,28,30,7,0,
1787,1,8,11,12,25,30,9,0,
1786,17,24,27,30,31,34,8,0,
1785,9,15,19,27,28,32,7,0,
1784,10,11,16,20,23,33,10,0,
1783,15,26,29,30,33,34,7,0,
1782,9,11,19,20,27,28,4,0,
1781,8,16,21,23,26,28,4,0,
1780,3,4,12,21,30,34,8,1,
1779,6,14,18,24,25,27,8,0,
1778,6,10,15,20,27,33,2,0,
1777,10,17,21,26,28,29,8,0,
1776,1,20,21,27,29,32,9,0,
1775,3,23,27,32,33,34,6,0,
1774,3,4,8,15,22,32,7,0,
1773,3,14,22,24,32,33,7,0,
1772,4,6,10,18,24,34,4,0,
1771,1,4,8,14,27,33,4,0,
1770,3,20,21,22,26,31,8,0,
1769,7,17,18,20,21,26,3,0,
1768,1,17,21,25,26,34,4,0,
1767,15,17,19,26,28,32,7,0,
1766,7,9,14,18,22,23,8,0,
1765,2,6,13,22,29,34,7,0,
1764,7,11,13,16,22,28,6,1,
1763,11,13,15,19,31,33,2,3,
1762,4,5,8,13,20,26,8,0,
1761,2,5,21,27,29,33,10,0,
1760,3,8,10,16,19,33,1,0,
1759,1,2,13,22,25,33,9,0,
1758,9,12,24,28,30,32,7,0,
1757,1,3,19,27,30,32,6,0,
1756,8,14,22,25,27,30,9,0,
1755,2,9,11,15,19,30,9,1,
1754,5,8,10,24,33,34,2,0,
1753,3,10,18,25,26,34,10,0,
1752,1,8,17,19,21,31,4,0,
1751,4,11,13,20,21,27,2,0,
1750,1,3,6,26,30,31,7,0,
1749,3,4,13,26,27,33,2,0,
1748,3,15,18,23,26,31,4,0,
1747,1,11,12,21,23,31,10,0,
1746,1,7,16,21,26,33,7,0,
1745,2,6,7,11,12,22,5,1,
1744,7,8,12,17,23,33,10,0,
1743,1,10,14,17,27,32,2,0,
1742,5,7,8,14,30,34,1,0,
1741,4,10,18,28,31,32,3,1,
1740,2,6,9,16,27,31,1,0,
1739,1,14,15,26,29,32,6,0,
1738,2,7,28,29,31,32,7,2,
1737,5,18,20,26,28,34,3,0,
1736,3,17,20,21,22,28,3,0,
1735,10,15,22,26,29,34,5,0,
1734,14,16,19,22,25,32,10,0,
1733,1,2,4,12,14,23,3,0,
1732,2,4,16,23,24,29,8,0,
1731,3,5,9,13,14,21,4,0,
1730,1,7,21,23,29,31,5,0,
1729,3,18,23,28,29,31,2,0,
1728,6,10,20,22,29,34,2,0,
1727,1,2,17,22,27,28,5,0,
1726,8,9,18,24,31,33,3,0,
1725,11,19,21,24,25,30,8,0,
1724,2,5,11,15,22,26,10,0,
1723,1,6,9,17,27,31,9,0,
1722,6,8,15,28,29,34,9,0,
1721,1,2,7,13,14,32,10,0,
1720,4,7,9,13,16,18,9,0,
1719,13,15,19,22,28,32,2,1,
1718,3,5,16,17,24,31,7,0,
1717,4,12,14,17,19,20,6,0,
1716,5,11,12,16,30,33,3,0,
1715,6,11,13,21,26,27,6,0,
1714,3,10,11,22,23,24,8,0,
1713,3,8,9,14,17,22,10,0,
1712,4,10,11,21,23,34,6,0,
1711,6,9,14,21,23,27,3,0,
1710,2,8,11,21,32,33,2,1,
1709,1,7,14,15,17,24,8,0,
1708,3,10,16,20,24,29,2,1,
1707,2,8,10,11,17,31,6,0,
1706,2,3,5,11,19,26,2,0,
1705,2,9,13,21,23,29,10,0,
1704,1,12,23,25,31,33,6,0,
1703,4,8,13,17,22,30,10,1,
1702,7,24,25,28,29,30,8,0,
1701,5,6,8,19,21,30,8,0,
1700,11,15,16,18,21,23,9,0,
1699,1,12,15,20,26,27,5,0,
1698,8,15,25,26,28,34,3,0,
1697,4,6,21,27,29,30,3,0,
1696,1,8,14,17,18,26,4,0,
1695,3,22,23,25,27,32,1,0,
1694,17,21,24,26,29,30,1,0,
1693,2,22,23,24,33,34,5,1,
1692,1,9,23,25,32,34,1,0,
1691,2,7,16,19,23,32,8,0,
1690,12,19,21,26,32,33,1,0,
1689,5,14,20,21,23,28,1,0,
1688,1,3,5,15,20,26,10,0,
1687,1,2,5,10,11,24,8,1,
1686,19,21,25,28,31,34,10,0,
1685,6,8,9,17,27,29,2,0,
1684,8,12,16,18,25,28,3,0,
1683,1,11,14,16,26,27,4,0,
1682,1,6,12,16,22,33,4,0,
1681,1,5,8,24,25,28,4,0,
1680,2,6,12,23,28,32,10,0,
1679,3,12,13,20,28,32,5,1,
1678,3,14,18,24,27,30,6,0,
1677,9,15,16,18,25,27,4,0,
1676,4,5,6,16,19,22,5,0,
1675,1,3,7,24,29,30,3,0,
1674,12,13,26,28,29,30,2,0,
1673,6,10,16,22,27,29,9,0,
1672,1,3,11,16,18,30,1,0,
1671,4,5,21,22,32,34,10,0,
1670,1,4,11,23,26,29,3,0,
1669,1,2,8,12,31,33,6,0,
1668,8,16,23,26,28,29,2,0,
1667,8,11,14,17,25,29,5,0,
1666,8,10,22,29,33,34,9,1,
1665,2,3,5,20,31,32,10,0,
1664,1,3,9,20,28,34,1,2,
1663,14,18,19,26,27,34,5,0,
1662,2,3,9,12,18,24,9,0,
1661,2,4,13,17,19,26,8,0,
1660,12,21,23,24,30,31,1,0,
1659,16,18,20,21,28,32,1,0,
1658,1,6,9,11,16,27,9,0,
1657,2,7,15,21,30,34,9,0,
1656,3,5,9,20,21,28,10,0,
1655,3,7,9,18,20,30,8,1,
1654,6,10,17,19,21,22,10,1,
1653,1,8,17,21,33,34,10,0,
1652,4,8,11,25,28,29,3,0,
1651,2,5,10,11,16,17,7,0,
1650,4,8,16,20,24,33,8,0,
1649,2,15,19,24,32,33,6,0,
1648,1,8,10,28,30,32,1,1,
1647,1,10,15,18,22,34,1,0,
1646,3,10,14,22,29,34,8,0,
1645,1,2,8,20,26,33,8,0,
1644,7,15,21,26,32,33,3,0,
1643,6,11,15,25,29,31,4,1,
1642,1,4,6,10,32,34,7,0,
1641,5,13,16,18,19,28,9,0,
1640,1,4,15,22,24,33,3,0,
1639,5,14,15,23,25,34,7,0,
1638,2,8,16,23,24,34,9,1,
1637,6,20,23,26,29,32,10,0,
1636,4,7,14,20,23,27,7,0,
1635,1,11,14,18,20,29,3,0,
1634,6,8,10,13,27,31,6,1,
1633,2,3,22,27,29,32,6,2,
1632,6,8,17,23,25,28,3,0,
1631,2,7,11,15,21,24,5,0,
1630,6,10,13,16,26,31,4,0,
1629,5,9,18,20,31,34,6,0,
1628,2,12,18,20,24,34,8,1,
1627,7,8,11,13,14,23,10,3,
1626,6,11,13,22,30,31,4,0,
1625,5,10,15,21,24,32,7,0,
1624,1,3,5,14,17,19,5,0,
1623,6,10,12,17,20,26,9,0,
1622,3,10,11,21,23,33,7,0,
1621,8,13,15,19,21,24,5,0,
1620,2,12,20,26,33,34,5,0,
1619,1,15,18,19,33,34,8,0,
1618,12,14,15,24,27,28,7,0,
1617,5,8,14,15,17,24,10,0,
1616,6,13,16,19,22,27,9,0,
1615,6,16,19,25,29,30,2,0,
1614,13,16,25,29,30,34,4,0,
1613,6,14,21,32,33,34,7,1,
1612,6,7,14,23,25,26,5,0,
1611,1,9,15,18,27,31,2,0,
1610,2,4,8,14,17,18,10,0,
1609,3,17,20,23,26,32,5,0,
1608,5,9,11,24,29,34,7,0,
1607,4,5,8,13,18,20,5,0,
1606,6,10,11,16,30,32,3,1,
1605,6,11,18,24,29,33,7,0,
1604,7,11,16,17,23,31,4,0,
1603,7,8,17,21,24,31,1,1,
1602,6,11,14,16,28,31,1,0,
1601,6,15,17,27,30,32,10,1,
1600,3,4,18,20,22,32,10,0,
1599,7,8,10,14,20,21,9,0,
1598,6,13,21,22,28,33,2,0,
1597,8,10,11,14,31,32,5,0,
1596,15,18,19,25,31,34,6,1,
1595,2,12,20,26,29,31,9,0,
1594,9,17,27,28,29,32,1,0,
1593,2,5,8,18,24,25,8,1,
1592,8,16,18,21,22,25,5,0,
1591,7,8,9,23,30,34,7,0,
1590,8,9,13,16,23,31,9,0,
1589,3,8,10,20,30,31,9,0,
1588,3,9,14,19,25,29,4,1,
1587,6,10,23,24,30,34,10,0,
1586,4,6,17,18,20,27,1,0,
1585,3,18,20,28,29,32,6,0,
1584,6,20,25,26,27,33,7,0,
1583,1,3,10,22,30,32,3,0,
1582,2,7,20,25,27,32,3,0,
1581,5,10,16,19,21,27,2,0,
1580,3,15,16,18,22,33,9,0,
1579,1,5,8,10,29,31,4,0,
1578,1,7,12,17,19,20,4,0,
1577,8,14,16,21,28,30,5,0,
1576,5,11,12,15,25,32,1,0,
1575,3,4,9,23,29,30,8,0,
1574,1,2,18,26,29,32,8,0,
1573,1,9,22,24,25,26,8,0,
1572,1,11,12,15,23,32,4,0,
1571,1,8,12,13,21,30,5,1,
1570,1,8,13,18,20,24,7,0,
1569,10,12,19,21,26,30,7,0,
1568,9,15,16,22,24,29,5,1,
1567,1,3,16,20,21,26,5,0,
1566,2,6,7,17,24,28,10,0,
1565,5,9,10,29,30,34,7,0,
1564,16,22,26,31,33,34,1,0,
1563,5,9,12,17,25,30,10,0,
1562,8,20,24,25,31,34,3,0,
1561,5,8,9,21,23,33,1,0,
1560,4,7,23,25,27,31,6,0,
1559,7,9,16,18,21,26,5,0,
1558,3,4,13,17,21,30,2,1,
1557,1,11,13,18,25,30,10,0,
1556,15,18,29,31,33,34,2,0,
1555,8,13,21,24,29,31,3,1,
1554,2,6,12,14,16,33,5,0,
1553,11,16,19,24,25,29,3,0,
1552,2,14,15,17,22,30,10,1,
1551,8,13,17,20,27,34,8,0,
1550,9,20,21,26,30,31,5,0,
1549,3,11,23,26,31,33,7,0,
1548,2,3,14,25,28,29,6,0,
1547,11,12,16,22,23,29,1,0,
1546,9,15,23,27,31,34,7,1,
1545,1,2,9,17,25,26,4,0,
1544,2,4,9,20,25,28,5,0,
1543,1,3,18,21,23,32,5,0,
1542,2,9,11,15,16,19,4,0,
1541,6,10,19,21,25,26,7,0,
1540,10,11,12,14,18,21,1,0,
1539,3,8,9,14,20,24,4,0,
1538,8,9,19,21,26,31,7,0,
1537,3,12,13,18,28,29,4,1,
1536,1,5,15,26,32,34,8,0,
1535,3,13,14,17,23,24,3,0,
1534,3,4,12,13,17,19,10,0,
1533,3,4,13,22,24,28,4,0,
1532,2,10,12,13,20,27,5,0,
1531,2,4,6,10,11,17,10,0,
1530,7,10,14,18,22,32,2,0,
1529,7,8,11,12,13,22,8,1,
1528,3,6,7,18,24,25,2,0,
1527,2,4,17,18,21,34,1,0,
1526,6,9,19,21,30,33,3,0,
1525,8,15,20,24,29,33,10,0,
1524,1,5,8,10,18,23,9,0,
1523,8,9,17,19,26,27,4,0,
1522,1,2,4,10,11,13,10,1,
1521,2,3,12,17,24,33,2,1,
1520,3,4,6,7,14,20,6,1,
1519,9,17,20,28,30,34,2,0,
1518,2,8,9,15,27,33,7,0,
1517,2,7,19,21,24,28,2,0,
1516,2,8,16,22,23,34,10,0,
1515,1,5,9,15,21,32,8,1,
1514,10,13,19,31,32,33,2,0,
1513,5,11,15,16,19,27,9,0,
1512,5,6,11,15,29,33,10,0,
1511,7,16,20,23,27,33,10,0,
1510,1,9,10,27,32,34,5,0,
1509,7,10,19,30,33,34,7,1,
1508,2,9,11,19,22,23,7,0,
1507,2,3,14,28,30,34,10,1,
1506,19,24,27,29,32,33,10,0,
1505,9,13,16,24,33,34,3,1,
1504,1,4,9,22,24,26,3,1,
1503,2,4,8,11,23,24,5,0,
1502,9,12,18,22,31,33,5,1,
1501,2,4,9,10,24,26,2,0,
1500,1,4,12,17,18,30,7,0,
1499,1,11,13,15,20,21,2,0,
1498,7,19,27,29,30,33,9,0,
1497,6,13,15,18,22,27,5,3,
1496,1,6,11,15,19,26,9,0,
1495,7,8,9,10,23,27,9,0,
1494,10,17,25,26,27,30,3,0,
1493,14,22,25,28,30,34,4,0,
1492,6,8,15,25,26,28,7,0,
1491,5,14,15,16,17,20,6,0,
1490,5,9,12,24,27,30,9,0,
1489,2,6,8,16,17,19,7,0,
1488,10,12,16,22,28,32,6,0,
1487,2,5,11,23,24,25,7,2,
1486,5,7,21,22,28,33,1,0,
1485,16,19,20,22,28,31,2,1,
1484,6,14,18,19,27,33,5,0,
1483,5,7,9,11,24,34,9,0,
1482,3,14,18,24,31,34,3,0,
1481,8,14,21,23,27,29,9,0,
1480,8,14,19,27,28,34,2,0,
1479,6,9,14,20,28,32,4,0,
1478,2,4,11,20,24,25,9,0,
1477,9,11,17,19,22,27,8,0,
1476,2,5,19,24,30,34,6,0,
1475,10,11,13,14,17,21,8,1,
1474,2,19,27,29,31,32,4,0,
1473,10,11,13,15,30,32,8,1,
1472,2,21,22,24,25,26,6,0,
1471,11,15,18,20,22,28,5,2,
1470,1,7,9,16,26,33,7,0,
1469,4,7,20,21,26,32,4,0,
1468,4,6,8,19,29,31,9,0,
1467,2,9,13,15,16,18,2,0,
1466,3,6,8,13,14,32,7,0,
1465,6,7,10,12,29,32,3,0,
1464,3,4,7,14,27,29,2,0,
1463,12,20,24,30,35,40,6,,
1462,7,20,21,30,39,44,40,,
1461,20,21,33,37,39,40,32,,
1460,3,9,10,40,41,42,35,,
1459,4,17,19,31,36,43,37,,
1458,5,6,9,27,33,40,29,,
1457,7,14,20,34,38,40,35,,
1456,8,18,20,36,37,40,24,,
1455,1,8,18,31,33,37,6,,
1454,9,16,18,38,40,41,15,,
1453,6,7,32,35,43,45,3,,
1452,4,14,19,20,26,40,31,,
1451,10,12,28,36,39,40,43,,
1450,3,4,9,15,23,24,6,,
1449,1,20,22,24,37,44,28,,
1448,18,20,35,37,40,45,10,,
1447,9,16,21,26,28,38,25,,
1446,4,12,13,34,38,44,24,,
1445,12,14,26,32,39,41,19,,
1444,8,20,22,25,31,35,45,,
1443,17,35,38,39,42,44,13,,
1442,10,11,21,22,36,44,14,,
1441,11,20,24,30,42,43,14,,
1440,1,16,17,18,20,30,45,,
1439,11,12,20,26,29,44,6,,
1438,1,10,25,28,32,38,13,,
1437,4,9,15,20,32,39,11,,
1436,9,12,13,18,21,42,25,,
1435,8,12,13,38,39,43,22,,
1434,2,20,21,27,30,39,37,,
1433,9,25,30,31,37,45,18,,
1432,3,17,20,28,33,35,22,,
1431,6,7,15,23,35,38,28,,
1430,4,7,21,28,33,40,19,,
1429,1,13,15,23,27,41,7,,
1428,19,20,23,28,29,43,38,,
1427,3,16,23,24,26,27,21,,
1426,6,12,14,21,26,38,24,,
1425,6,7,17,21,26,38,3,,
1424,4,7,21,23,26,36,40,,
1423,1,5,17,28,40,43,23,,
1422,9,16,18,20,22,39,43,,
1421,15,24,25,26,33,37,32,,
1420,1,11,16,28,29,31,41,,
1419,2,11,33,34,43,45,7,,
1418,3,8,11,21,26,38,36,,
1417,16,19,24,30,32,39,15,,
