?? ?????,1,2,3,4,5,6, ???? ???,?? ????? + ?? ???,?? ?????
2767,6,10,25,31,35,37,4,0,0
2766,2,5,21,29,34,37,3,0,0
2765,8,14,16,20,24,30,1,0,0
2764,2,13,14,19,21,30,1,0,0
2763,2,10,14,15,21,29,2,1,0
2762,1,4,11,19,30,32,4,0,0
2761,1,13,19,22,34,35,6,0,0
2760,8,9,11,12,13,22,4,0,0
2759,17,18,25,28,30,34,5,0,0
2758,5,16,18,23,24,26,6,0,0
2757,6,19,24,25,26,37,7,0,0
2756,1,8,13,27,32,37,2,0,0
2755,1,4,5,16,21,29,1,0,0
2754,3,12,14,24,32,34,6,0,1
2753,3,15,17,20,21,37,1,0,0
2752,1,13,15,30,31,32,2,0,0
2751,4,7,13,16,17,27,6,0,0
2750,14,21,27,31,32,35,5,1,0
2749,2,11,13,17,25,27,5,1,0
2748,1,11,13,25,27,29,7,0,0
2747,3,6,9,10,17,36,5,0,0
2746,4,9,10,12,13,29,4,0,0
2745,6,10,15,18,27,34,6,0,0
2744,4,17,18,23,25,28,2,0,0
2743,2,9,18,23,29,33,5,0,0
2742,7,19,27,29,34,35,7,0,0
2741,6,8,21,25,30,35,6,0,0
2740,7,9,14,21,26,34,5,0,0
2739,3,5,6,19,23,35,3,0,0
2738,10,17,18,22,24,29,1,0,0
2737,3,4,10,11,30,32,5,0,0
2736,18,19,29,34,35,36,1,0,0
2735,10,12,19,25,26,36,2,0,1
2734,14,20,22,26,31,37,5,0,0
2733,2,20,26,27,28,30,1,0,0
2732,9,13,15,20,25,36,6,0,0
2731,1,6,9,10,12,17,3,0,0
2730,2,3,13,21,22,31,6,0,0
2729,1,6,15,17,20,32,6,0,0
2728,5,6,16,17,20,22,7,0,0
2727,2,8,12,14,17,21,4,2,0
2726,9,17,23,28,30,36,7,0,0
2725,12,15,18,20,23,29,6,0,0
2724,5,6,8,11,20,27,7,0,0
2723,5,12,13,33,35,36,1,0,0
2722,1,8,11,23,30,35,6,0,0
2721,11,14,18,20,22,33,7,0,0
2720,6,9,15,23,24,28,4,0,0
2719,19,21,22,24,30,37,5,0,0
2718,5,6,10,15,28,29,7,0,1
2717,10,18,22,27,31,35,1,0,0
2716,5,7,8,15,19,26,3,1,0
2715,1,8,11,17,25,30,6,0,0
2714,16,17,18,20,28,35,3,0,0
2713,4,7,12,14,17,34,4,0,0
2712,3,7,14,24,27,28,2,1,0
2711,5,8,16,21,34,35,3,0,0
2710,2,6,17,29,31,35,3,1,1
2709,13,21,22,26,29,34,3,0,0
2708,5,7,9,17,19,29,3,0,0
2707,24,27,30,34,35,37,5,0,0
2706,7,9,16,23,29,30,3,0,0
2705,16,21,27,28,32,37,7,0,0
2704,2,3,11,18,25,27,5,0,0
2703,2,16,21,26,33,34,2,0,0
2702,5,15,22,23,25,29,6,0,0
2701,1,6,9,13,23,35,2,0,0
2700,2,14,22,23,25,28,5,0,0
2699,11,13,20,29,30,37,7,0,0
2698,2,6,13,16,27,33,3,0,0
2697,8,11,18,21,24,30,4,0,0
2696,3,5,7,13,17,28,4,1,0
2695,17,18,20,21,26,32,3,0,0
2694,3,4,14,18,32,35,2,0,0
2693,3,8,10,12,28,37,5,0,0
2692,4,6,8,18,27,37,4,0,0
2691,4,17,18,24,27,36,2,0,0
2690,6,8,11,23,32,35,4,0,0
2689,2,5,10,12,18,26,4,1,0
2688,4,11,18,22,29,31,4,0,0
2687,15,18,22,23,26,34,6,0,0
2686,6,8,18,22,29,37,1,1,0
2685,1,13,23,24,30,31,7,0,0
2684,5,16,22,23,24,33,1,0,0
2683,6,10,12,15,27,33,1,0,0
2682,1,3,8,12,19,30,1,1,0
2681,6,9,18,23,26,33,2,0,0
2680,1,15,17,31,32,34,2,0,0
2679,1,11,13,15,18,25,6,0,0
2678,11,12,18,24,31,33,6,1,0
2677,1,2,4,9,12,16,4,0,0
2676,2,9,11,13,29,33,3,0,0
2675,11,12,15,22,23,29,7,0,1
2674,7,32,33,34,35,36,2,0,0
2673,5,13,16,18,23,26,1,0,0
2672,5,13,21,22,25,28,1,0,0
2671,2,3,5,10,26,27,2,0,0
2670,11,15,17,27,33,37,5,0,0
2669,11,15,22,29,35,37,4,0,0
2668,14,15,18,22,23,29,1,0,0
2667,6,10,15,19,36,37,3,0,0
2666,3,14,15,19,26,33,6,0,1
2665,2,10,11,13,22,37,4,0,0
2664,11,13,22,29,31,33,1,0,0
2663,10,16,22,30,35,36,2,0,0
2662,4,14,16,22,28,33,4,0,0
2661,3,13,14,18,28,30,2,0,0
2660,8,11,13,20,22,25,5,0,0
2659,1,6,10,22,24,26,3,0,0
2658,8,12,17,21,27,30,1,0,0
2657,8,12,21,24,25,27,1,0,0
2656,1,10,16,28,29,32,5,0,0
2655,4,6,13,19,33,35,6,0,0
2654,4,11,19,28,31,34,4,0,0
2653,11,24,30,34,35,37,7,0,0
2652,1,7,11,17,36,37,2,1,1
2651,4,8,17,20,25,30,1,0,0
2650,3,8,10,15,30,33,4,0,0
2649,4,13,22,25,28,30,5,0,0
2648,9,20,22,23,29,31,2,0,0
2647,1,2,5,12,34,35,4,0,0
2646,4,5,18,20,28,36,4,0,0
2645,7,9,20,24,28,35,5,0,0
2644,6,12,25,27,30,37,5,0,0
2643,9,12,25,29,34,36,5,0,0
2642,2,9,27,29,32,36,1,0,0
2641,5,7,10,15,22,35,5,1,1
2640,3,20,28,31,33,37,5,0,0
2639,1,2,9,11,15,21,2,0,0
2638,2,10,14,17,28,34,2,1,1
2637,2,9,13,16,28,29,1,0,0
2636,4,6,10,11,14,25,7,0,0
2635,1,3,29,30,33,35,2,0,0
2634,4,8,9,23,25,31,4,0,1
2633,3,11,18,25,33,36,7,1,1
2632,7,16,18,21,23,36,6,0,0
2631,2,19,28,29,34,36,6,0,0
2630,1,2,5,15,27,31,4,0,0
2629,12,15,20,30,33,37,3,0,0
2628,2,5,6,10,19,29,5,2,0
2627,5,7,9,11,24,29,1,0,0
2626,9,10,11,12,21,32,5,0,0
2625,5,10,17,23,32,36,6,0,0
2624,2,6,11,16,27,34,3,0,0
2623,8,10,15,23,26,34,1,0,0
2622,1,9,10,21,26,37,3,0,0
2621,8,13,17,18,34,36,1,0,0
2620,13,17,19,26,30,36,5,0,0
2619,7,9,10,34,35,36,7,0,0
2618,7,19,20,25,31,34,3,0,0
2617,3,8,11,19,26,35,2,0,0
2616,1,4,12,18,31,37,3,1,0
2615,2,12,14,27,29,32,5,0,0
2614,3,15,24,25,26,35,2,0,0
2613,6,10,18,27,35,36,6,0,0
2612,2,9,28,31,32,35,6,0,0
2611,2,7,10,23,26,35,6,1,0
2610,5,15,20,25,27,32,4,0,0
2609,4,16,30,32,34,36,4,0,0
2608,2,5,7,16,22,37,4,0,0
2607,3,15,21,28,30,32,4,0,0
2606,4,11,13,20,32,35,2,0,0
2605,5,9,21,23,28,33,7,0,0
2604,6,13,14,21,23,26,6,0,1
2603,3,5,8,16,17,20,2,0,1
2602,2,3,28,30,33,35,5,0,0
2601,2,10,12,23,30,33,5,0,0
2600,4,11,27,32,34,37,4,0,0
2599,7,14,20,27,29,31,5,1,0
2598,4,11,12,13,20,27,2,0,1
2597,2,5,18,19,20,31,1,0,0
2596,1,10,17,21,22,31,4,0,0
2595,5,13,17,26,29,33,5,0,1
2594,1,2,6,19,29,33,7,0,0
2593,7,8,15,30,33,34,6,0,0
2592,8,11,22,33,34,35,6,0,0
2591,7,8,15,18,29,34,4,0,0
2590,13,15,24,25,30,32,5,0,0
2589,6,8,9,25,29,37,3,0,0
2588,4,9,10,14,19,35,2,0,0
2587,11,17,19,31,36,37,1,0,0
2586,5,11,12,13,15,22,7,0,0
2585,3,4,6,18,26,29,3,0,1
2584,5,10,19,25,32,35,7,0,0
2583,2,6,12,26,30,35,3,0,0
2582,1,3,11,16,20,35,2,0,0
2581,3,11,17,20,31,32,6,1,0
2580,1,2,3,4,7,25,2,0,2
2579,6,8,9,17,29,30,4,0,0
2578,20,22,28,31,35,36,3,0,1
2577,3,5,9,14,22,23,7,0,0
2576,2,4,13,16,29,34,1,0,0
2575,1,3,5,16,26,30,5,1,0
2574,2,3,20,31,35,37,7,0,0
2573,4,9,23,28,34,36,5,0,0
2572,11,16,19,24,27,35,3,0,0
2571,10,21,28,30,31,35,6,0,0
2570,2,12,18,28,33,34,1,0,0
2569,15,17,23,25,30,35,2,0,0
2568,4,13,24,25,32,34,2,0,0
2567,3,6,16,28,32,33,2,0,0
2566,3,4,23,26,31,35,3,1,0
2565,4,9,12,14,17,29,2,0,0
2564,7,17,24,29,36,37,7,0,0
2563,1,3,6,9,34,37,3,1,0
2562,17,21,23,24,26,35,2,0,0
2561,3,6,17,23,27,32,6,0,0
2560,4,8,9,22,29,33,6,0,0
2559,5,6,11,21,22,28,2,0,0
2558,3,8,23,26,28,29,6,0,0
2557,3,7,14,21,27,37,6,1,0
2556,1,6,10,16,21,22,4,2,0
2555,2,5,18,20,23,29,3,0,0
2554,16,22,26,29,36,37,3,0,0
2553,1,2,4,28,29,31,5,0,0
2552,1,5,12,22,24,27,6,0,0
2551,20,24,26,28,32,33,6,0,0
2550,13,15,26,28,29,36,2,0,0
2549,18,22,30,34,35,37,7,0,0
2548,1,11,15,16,23,32,5,0,0
2547,2,8,10,13,35,37,5,0,0
2546,1,3,4,22,28,36,2,0,0
2545,12,13,18,31,32,36,7,0,0
2544,7,9,13,18,21,22,4,1,0
2543,7,9,10,22,24,33,4,0,0
2542,4,14,16,21,33,36,3,0,0
2541,9,18,25,30,33,37,5,0,0
2540,5,20,21,26,30,35,1,0,0
2539,13,15,17,24,26,27,3,0,0
2538,5,11,25,26,29,36,3,0,0
2537,1,8,12,19,26,27,3,0,0
2536,1,3,11,13,21,28,7,0,0
2535,2,10,16,26,27,30,4,0,0
2534,11,21,29,33,35,37,4,0,0
2533,11,14,19,21,26,33,7,0,0
2532,1,9,17,29,30,37,5,0,0
2531,4,6,10,17,28,32,4,0,0
2530,7,19,22,28,30,33,4,0,1
2529,14,22,24,33,35,36,7,0,0
2528,3,4,24,27,31,36,2,0,0
2527,1,10,12,19,35,36,6,1,1
2526,2,8,12,19,26,27,6,0,0
2525,1,7,10,21,28,30,1,0,0
2524,1,2,7,12,29,33,3,0,0
2523,11,17,21,23,26,27,3,0,0
2522,6,13,15,22,23,37,6,0,0
2521,5,8,10,20,34,37,2,0,0
2520,3,8,16,19,25,27,1,0,0
2519,3,7,13,17,18,28,7,0,0
2518,2,4,12,27,34,37,2,0,0
2517,10,11,19,21,23,29,4,0,0
2516,3,9,14,20,34,35,2,0,1
2515,11,21,22,23,28,37,5,0,0
2514,3,8,17,19,24,33,6,0,0
2513,17,20,26,28,30,33,4,0,0
2512,1,3,4,6,12,13,4,0,0
2511,3,13,24,27,33,35,3,0,0
2510,2,6,16,28,35,37,7,0,0
2509,8,14,27,29,33,37,6,1,0
2508,7,12,16,22,24,25,3,0,0
2507,4,16,17,19,30,34,5,0,0
2506,6,10,11,15,19,24,5,0,0
2505,8,13,16,17,29,37,6,0,0
2504,5,9,17,19,33,35,7,0,0
2503,1,5,14,19,26,28,4,0,0
2502,1,3,18,19,35,37,6,0,0
2501,2,3,4,27,30,32,6,0,0
2500,5,8,9,17,24,32,5,0,0
2499,13,14,26,29,31,35,1,0,0
2498,8,9,11,16,31,34,4,0,1
2497,8,13,23,26,27,29,3,0,0
2496,3,7,8,24,34,36,2,0,0
2495,4,11,12,15,30,33,1,0,0
2494,12,18,19,28,29,34,7,0,0
2493,7,16,19,21,31,36,3,0,0
2492,4,19,27,30,31,35,5,0,0
2491,4,10,15,24,28,29,5,1,0
2490,8,10,17,18,35,37,1,0,0
2489,4,21,22,23,27,35,5,1,0
2488,3,6,7,10,16,30,4,0,0
2487,3,9,10,22,28,33,7,0,0
2486,11,15,21,29,31,36,3,0,0
2485,3,21,25,26,36,37,1,0,0
2484,4,6,17,19,21,36,3,0,0
2483,13,17,21,27,29,31,4,0,0
2482,12,19,21,23,26,35,5,2,0
2481,2,11,16,18,26,36,4,1,0
2480,3,9,21,26,29,37,1,0,0
2479,8,10,14,17,20,34,1,1,0
2478,2,4,24,25,32,34,1,0,0
2477,3,7,15,19,24,33,4,0,0
2476,7,20,26,33,34,35,3,0,0
2475,10,19,20,24,28,33,3,0,0
2474,1,4,6,9,25,35,1,0,0
2473,1,2,3,10,16,29,6,0,0
2472,12,13,28,33,35,37,5,0,0
2471,2,7,12,19,27,37,6,0,0
2470,18,20,25,27,32,36,1,0,0
2469,1,26,28,32,33,35,5,0,0
2468,1,11,15,24,27,34,5,0,0
2467,11,20,21,22,25,36,7,0,0
2466,8,12,13,27,28,34,7,0,0
2465,1,8,12,19,30,35,4,0,0
2464,8,10,12,15,19,30,5,0,0
2463,3,4,7,21,33,37,2,0,0
2462,6,12,13,24,27,29,4,0,0
2461,1,8,9,18,19,20,4,0,0
2460,17,25,29,30,33,37,2,0,0
2459,2,14,27,28,32,34,7,0,0
2458,7,9,13,14,30,33,1,0,0
2457,5,13,19,22,28,33,2,0,1
2456,3,4,26,30,34,37,4,0,0
2455,3,9,13,17,25,37,1,1,0
2454,13,16,24,31,35,36,5,0,0
2453,4,23,25,30,32,35,3,0,0
2452,6,8,14,20,25,29,6,0,0
2451,1,15,17,21,34,37,3,0,0
2450,4,20,21,26,35,37,1,0,0
2449,3,5,10,17,30,32,1,0,0
2448,1,9,11,20,25,27,3,0,0
2447,9,16,18,30,32,33,7,0,0
2446,6,9,13,17,29,34,6,1,1
2445,1,6,14,20,29,36,2,0,0
2444,10,12,26,27,31,36,3,0,0
2443,5,13,14,16,18,21,2,0,0
2442,1,3,11,25,33,34,3,0,0
2441,9,16,17,20,32,33,4,0,0
2440,7,10,12,19,25,36,7,0,0
2439,5,11,12,13,15,20,4,0,0
2438,11,13,18,26,27,36,2,0,0
2437,1,4,5,7,18,23,1,1,0
2436,7,16,28,31,33,35,4,0,0
2435,6,9,24,25,33,34,2,0,0
2434,8,14,18,22,25,31,1,1,0
2433,7,10,17,23,24,31,3,0,0
2432,2,9,15,22,31,33,6,0,0
2431,3,10,11,13,26,37,1,1,0
2430,5,6,9,26,32,35,4,0,0
2429,2,3,6,19,25,27,7,0,0
2428,2,8,12,31,34,35,5,0,0
2427,12,14,19,20,23,25,4,0,0
2426,8,11,25,30,31,33,7,0,0
2425,4,5,21,30,36,37,5,0,0
2424,2,12,13,16,23,25,1,0,0
2423,6,8,14,25,26,31,1,1,0
2422,12,15,24,26,31,33,1,0,0
2421,11,19,21,22,26,30,4,1,0
2420,1,8,10,12,16,26,6,0,0
2419,2,7,10,11,29,32,5,0,0
2418,5,7,14,15,16,35,7,0,0
2417,3,9,15,24,30,35,7,0,0
2416,1,3,7,18,28,34,7,0,0
2415,6,17,22,24,26,31,6,0,0
2414,2,3,6,20,21,30,2,0,0
2413,7,10,11,19,23,25,6,0,0
2412,3,9,14,19,27,31,6,1,0
2411,2,4,7,24,32,36,1,1,0
2410,2,8,16,23,29,36,3,0,0
2409,1,8,20,21,33,37,2,0,0
2408,4,8,27,30,34,36,6,0,0
2407,2,12,20,22,24,32,5,0,1
2406,12,13,16,18,35,37,5,0,0
2405,11,19,22,23,25,36,5,0,0
2404,2,6,12,16,21,26,5,0,0
2403,3,5,10,11,12,21,3,0,0
2402,8,23,26,31,34,35,5,0,0
2401,9,13,21,22,24,31,1,0,0
2400,3,7,15,29,31,34,7,0,1
2399,2,3,18,20,26,35,2,0,0
2398,2,6,19,29,36,37,7,0,0
2397,7,11,26,27,28,34,6,0,0
2396,6,7,17,18,25,35,4,0,0
2395,4,12,16,21,26,30,6,0,0
2394,5,8,25,29,30,31,4,0,0
2393,9,16,21,24,26,33,7,0,0
2392,1,15,21,23,26,36,3,0,2
2391,4,12,19,23,27,31,1,0,0
2390,3,8,30,34,35,36,7,0,0
2389,1,5,11,18,26,30,3,1,0
2388,3,15,26,27,36,37,5,0,0
2387,1,11,21,25,26,31,4,0,0
2386,4,8,21,22,24,29,1,0,0
2385,9,15,25,26,28,32,3,0,0
2384,2,11,12,18,24,26,5,0,0
2383,7,20,23,24,25,36,7,0,0
2382,4,8,14,21,27,37,3,0,0
2381,5,8,11,21,35,37,6,0,0
2380,9,15,25,30,32,33,7,0,0
2379,3,8,9,10,16,36,6,0,0
2378,1,2,14,15,28,31,2,1,0
2377,10,12,18,21,25,35,2,0,0
2376,6,7,11,30,33,35,3,0,0
2375,2,5,14,21,36,37,3,0,0
2374,1,2,3,16,28,30,3,0,0
2373,5,7,11,24,26,30,1,0,0
2372,1,6,25,29,33,34,2,0,0
2371,5,10,12,20,22,31,1,0,0
2370,7,21,26,31,32,35,6,0,0
2369,2,8,12,17,21,24,3,1,0
2368,3,8,10,23,24,34,3,0,0
2367,14,19,30,34,35,36,4,0,1
2366,9,11,21,25,26,32,6,1,0
2365,5,6,7,16,23,36,1,0,0
2364,4,5,18,23,32,36,4,0,0
2363,1,2,3,14,23,29,7,0,0
2362,2,21,22,23,28,30,4,0,0
2361,18,22,25,26,27,33,3,0,0
2360,4,15,17,20,21,25,4,0,0
2359,8,9,19,27,28,33,2,0,0
2358,5,17,19,22,25,32,1,0,0
2357,1,2,9,12,26,29,2,0,0
2356,1,8,21,23,28,32,5,0,0
2355,3,5,7,27,35,36,2,0,0
2354,3,11,12,15,22,33,7,1,0
2353,1,8,14,21,23,31,2,0,0
2352,7,16,17,18,20,36,1,0,0
2351,8,13,15,21,23,26,3,1,0
2350,6,8,9,11,17,31,1,0,0
2349,8,12,13,16,30,37,2,0,0
2348,3,5,12,23,24,32,7,0,0
2347,1,3,5,11,19,24,5,0,0
2346,2,14,15,23,27,31,3,0,1
2345,1,4,14,23,29,30,7,0,0
2344,2,3,10,11,28,34,6,0,0
2343,12,19,23,30,35,37,5,0,0
2342,6,13,14,22,28,29,6,0,0
2341,2,7,8,14,31,34,5,0,0
2340,11,13,24,26,29,34,6,1,0
2339,2,10,14,32,34,36,7,0,0
2338,1,5,11,13,21,35,2,0,0
2337,18,21,22,23,25,36,2,0,0
2336,3,5,7,8,32,37,5,0,0
2335,7,10,22,23,27,36,3,0,0
2334,2,4,25,30,33,37,6,0,0
2333,1,2,17,19,29,32,4,1,0
2332,15,16,17,25,27,30,4,0,0
2331,14,17,29,31,32,35,5,0,0
2330,8,15,20,26,27,34,6,0,0
2329,8,12,18,20,29,32,3,0,0
2328,3,10,15,24,28,37,4,0,0
2327,14,16,27,28,32,36,5,0,0
2326,2,19,22,25,26,28,3,0,0
2325,5,10,14,25,27,33,2,0,0
2324,7,10,16,21,25,28,5,0,0
2323,1,2,20,21,25,28,1,0,0
2322,3,23,25,28,29,33,4,0,1
2321,7,25,27,31,32,34,7,0,0
2320,2,3,8,15,19,34,6,0,0
2319,5,6,7,12,33,36,7,0,0
2318,1,3,13,14,17,36,5,0,0
2317,4,16,21,26,28,30,2,1,0
2316,6,7,22,30,31,36,6,0,0
2315,2,4,5,11,15,24,7,0,0
2314,3,10,23,27,32,37,6,1,0
2313,6,13,15,17,19,35,3,0,0
2312,7,8,20,26,30,34,2,0,0
2311,12,21,25,27,29,31,2,0,0
2310,2,7,10,20,23,32,7,0,1
2309,15,16,20,24,28,35,6,0,0
2308,15,19,22,29,33,37,7,1,0
2307,2,4,5,7,24,33,1,1,0
2306,3,12,16,21,26,36,1,0,0
2305,1,2,14,15,18,32,1,0,0
2304,6,15,20,25,28,30,5,0,0
2303,2,15,17,18,20,34,2,0,0
2302,2,7,9,14,23,24,6,0,0
2301,10,13,20,35,36,37,1,0,1
2300,9,18,20,31,32,37,3,0,0
2299,2,4,17,20,26,34,4,0,0
2298,7,12,15,27,33,37,3,0,0
2297,1,3,4,7,20,34,3,0,0
2296,3,9,12,17,24,30,2,0,2
2295,5,8,10,16,19,31,7,0,0
2294,12,16,24,29,33,35,2,0,0
2293,3,5,10,11,34,36,6,0,0
2292,4,15,16,17,35,37,3,0,0
2291,9,13,16,17,34,35,5,0,0
2290,15,18,21,29,31,34,6,1,0
2289,15,19,29,31,34,35,7,0,0
2288,10,11,14,19,20,29,2,0,0
2287,6,7,12,18,25,26,1,0,0
2286,9,16,18,20,21,25,6,0,0
2285,1,2,3,5,22,28,5,0,0
2284,8,12,15,23,34,35,3,0,1
2283,16,17,21,28,33,37,4,0,0
2282,17,18,24,30,36,37,2,0,0
2281,4,6,8,32,35,37,1,0,0
2280,4,7,12,18,20,36,1,0,0
2279,9,15,17,18,25,26,3,0,0
2278,1,2,10,15,25,32,6,0,0
2277,7,10,14,18,20,36,2,0,0
2276,1,5,13,24,30,37,6,1,0
2275,1,4,11,26,28,34,7,0,0
2274,15,17,23,24,27,31,2,0,0
2273,1,16,20,24,29,36,5,1,0
2272,7,11,17,21,23,37,2,0,0
2271,1,2,9,21,22,36,3,0,0
2270,3,11,15,17,22,23,1,0,0
2269,1,6,19,23,33,37,3,1,0
2268,4,11,17,24,25,30,3,0,0
2267,21,24,30,32,36,37,4,1,0
2266,6,10,16,20,23,30,1,0,1
2265,5,16,19,25,28,34,2,0,0
2264,4,16,19,29,30,32,6,0,0
2263,1,3,4,18,24,26,3,0,0
2262,2,8,12,17,26,35,7,0,0
2261,8,11,13,16,32,37,7,0,0
2260,5,9,12,16,20,26,1,0,0
2259,2,9,20,22,23,33,2,0,0
2258,6,10,16,19,27,32,5,0,0
2257,7,12,18,23,34,36,4,1,0
2256,2,16,17,31,35,36,5,0,0
2255,3,12,15,16,27,34,2,0,0
2254,10,16,21,23,35,37,7,0,0
2253,4,8,12,14,22,24,4,0,1
2252,1,12,14,20,21,29,2,0,0
2251,5,11,13,14,34,36,4,1,0
2250,3,4,19,23,27,33,6,0,0
2249,3,14,17,24,30,35,4,0,0
2248,10,14,19,20,23,34,5,0,0
2247,12,13,15,26,28,36,4,0,0
2246,7,8,11,13,15,28,1,0,0
2245,5,12,17,19,24,34,2,0,0
2244,6,16,18,22,26,31,7,0,0
2243,5,6,8,12,29,35,7,0,0
2242,6,14,16,19,21,30,2,0,0
2241,6,13,21,23,24,29,1,0,0
2240,8,12,13,19,23,29,3,0,0
2239,4,5,7,8,15,33,7,0,0
2238,8,10,17,19,24,32,3,0,0
2237,4,11,18,19,22,28,2,0,0
2236,3,7,14,17,18,20,1,1,0
2235,2,7,8,9,13,28,3,0,0
2234,2,17,19,21,26,31,6,1,0
2233,13,20,25,28,33,35,8,0,0
2232,19,23,24,28,29,33,5,0,0
2231,1,9,10,11,15,21,1,0,0
2230,1,10,12,17,26,30,1,0,0
2229,10,16,19,24,27,32,4,0,0
2228,1,4,18,20,26,31,2,1,0
2227,3,7,9,18,30,35,3,0,0
2226,7,20,24,26,34,36,5,0,0
2225,8,12,21,31,33,34,1,0,1
2224,7,10,12,13,30,36,7,0,0
2223,5,7,21,25,36,37,6,0,0
2222,4,11,13,20,29,33,5,0,0
2221,6,7,12,22,26,37,7,0,0
2220,7,12,16,22,25,28,7,1,0
2219,5,21,25,26,29,37,7,0,0
2218,3,11,29,32,33,35,6,0,0
2217,4,13,21,24,26,31,7,1,0
2216,2,13,14,19,31,35,1,0,0
2215,2,9,10,22,31,37,8,1,0
2214,7,8,10,16,28,35,7,0,0
2213,6,8,10,20,22,36,5,0,0
2212,2,5,6,9,17,35,1,0,0
2211,3,8,11,19,21,32,1,0,0
2210,5,8,19,23,28,36,2,0,0
2209,3,7,11,16,17,36,1,0,0
2208,3,11,12,20,27,34,5,0,0
2207,12,19,23,25,28,32,1,0,0
2206,6,9,12,18,23,25,1,0,0
2205,4,9,12,16,21,31,5,0,0
2204,7,13,14,21,35,37,7,0,1
2203,11,12,14,15,32,34,8,0,0
2202,12,15,19,31,35,37,5,0,0
2201,21,22,26,29,33,36,2,0,0
2200,18,20,21,24,25,31,7,0,0
2199,2,11,24,31,35,36,2,0,0
2198,8,11,16,30,31,33,5,0,0
2197,1,11,15,17,29,32,3,0,0
2196,4,5,14,17,23,35,5,0,0
2195,8,9,21,28,32,33,8,0,0
2194,13,14,26,32,33,36,2,3,0
2193,10,17,29,32,34,35,4,0,0
2192,13,14,21,30,32,37,1,0,0
2191,3,14,24,29,30,33,6,0,0
2190,13,14,18,31,34,35,7,0,0
2189,2,14,15,16,25,35,5,0,1
2188,4,15,20,21,27,32,7,0,0
2187,13,14,26,32,33,36,1,0,0
2186,3,4,5,27,29,30,4,0,0
2185,14,16,21,22,24,35,2,0,0
2184,1,4,13,16,34,36,6,0,0
2183,4,5,16,17,30,35,5,0,0
2182,10,15,24,25,30,37,6,0,0
2181,12,13,16,18,22,36,7,0,0
2180,1,7,11,15,21,34,3,0,0
2179,3,8,11,12,25,27,3,0,0
2178,1,10,12,13,15,37,1,1,0
2177,1,7,12,14,25,30,4,0,0
2176,8,17,18,24,26,31,2,0,0
2175,12,17,18,19,21,37,3,0,0
2174,7,8,18,19,20,33,8,0,0
2173,15,19,27,28,30,31,3,0,0
2172,1,6,7,13,19,29,7,0,0
2171,1,6,9,24,35,36,5,0,0
2170,3,4,5,14,26,32,4,0,0
2169,2,9,13,20,21,24,4,0,1
2168,1,8,9,10,16,37,5,0,0
2167,6,9,20,22,27,36,4,0,0
2166,6,8,9,16,25,36,2,0,0
2165,7,9,21,23,24,27,5,0,1
2164,4,8,12,14,29,37,3,0,0
2163,3,4,6,8,15,20,3,0,0
2162,1,11,13,27,29,32,1,1,1
2161,6,10,14,16,28,31,5,0,0
2160,8,15,23,25,26,37,8,0,0
2159,2,11,16,18,22,29,1,0,0
2158,4,5,6,7,10,28,6,0,0
2157,2,6,17,20,21,30,5,0,0
2156,7,8,15,23,25,26,8,0,0
2155,11,12,23,25,28,31,1,1,0
2154,10,22,25,29,31,34,8,0,0
2153,2,10,15,26,28,34,4,0,0
2152,2,10,11,12,19,34,8,0,0
2151,1,4,17,19,27,36,5,0,0
2150,9,10,12,16,20,23,2,0,0
2149,18,19,23,24,28,31,3,0,0
2148,2,3,9,18,23,30,5,0,0
2147,4,8,14,19,35,36,4,0,0
2146,4,17,19,22,32,35,3,0,0
2145,1,10,12,19,30,32,3,0,0
2144,1,2,12,16,22,25,3,0,0
2143,9,18,31,33,34,35,7,0,0
2142,2,8,9,18,20,27,7,0,0
2141,2,3,5,8,10,14,4,1,0
2140,4,7,22,29,31,36,3,0,0
2139,6,10,23,24,28,36,4,0,0
2138,1,11,20,27,28,30,4,0,0
2137,5,11,14,15,21,32,3,0,0
2136,12,15,21,24,28,34,7,1,0
2135,2,11,18,22,31,36,2,0,0
2134,6,9,10,21,26,27,6,0,0
2133,1,5,10,22,28,30,8,0,0
2132,7,11,15,25,30,36,1,0,0
2131,8,12,21,25,27,31,2,0,0
2130,4,11,12,14,25,29,1,1,0
2129,14,15,21,27,30,32,2,0,0
2128,1,2,13,15,24,26,1,0,0
2127,7,8,9,13,20,33,1,0,0
2126,6,7,27,34,35,36,7,0,0
2125,6,11,18,25,29,33,5,0,0
2124,7,16,21,24,26,34,8,0,0
2123,13,23,25,29,31,35,2,0,0
2122,3,4,13,15,18,19,6,0,0
2121,1,2,13,24,30,32,2,0,0
2120,1,8,11,13,15,25,4,0,0
2119,11,18,24,26,31,34,6,1,0
2118,7,19,22,24,28,37,7,0,0
2117,5,13,14,15,18,30,1,0,0
2116,14,23,26,27,33,35,5,0,0
2115,2,11,14,24,28,30,1,0,0
2114,9,10,11,14,24,33,6,0,0
2113,6,9,19,25,32,33,6,0,0
2112,10,12,14,15,28,37,4,0,0
2111,2,7,9,10,12,20,4,0,0
2110,1,3,4,32,33,35,2,0,0
2109,3,6,22,32,33,36,4,0,0
2108,1,11,12,27,31,35,4,1,0
2107,7,8,12,13,29,31,8,0,0
2106,6,8,14,21,23,24,7,0,1
2105,16,19,22,24,26,28,2,0,0
2104,10,15,19,25,34,36,1,0,0
